User_id,Day_name,Hour_of_Day,month_id,Watch_date,Month_Name,Day_classification,TV_Channel,Watch_Time,Duration,userid,Region,Age_Group,Race,Gender,email_flag,SM_Flag
918340,Mon,10,201603,2016-03-28,Mar,Weekday,Boomerang,10:26:00,00:00:36,918340,Gauteng,Young Adults,indian_asian,male,1,1
809079,Mon,19,201602,2016-02-22,Feb,Weekday,Cartoon Network,19:08:00,00:00:08,809079,Mpumalanga,Young Adults,black,male,1,1
809079,Sun,13,201602,2016-02-21,Feb,Weekend,Africa Magic,13:27:00,00:00:16,809079,Mpumalanga,Young Adults,black,male,1,1
809079,Sun,17,201602,2016-02-21,Feb,Weekend,Boomerang,17:15:00,00:00:18,809079,Mpumalanga,Young Adults,black,male,1,1
809079,Sun,17,201602,2016-02-21,Feb,Weekend,SuperSport Blitz,17:22:00,00:00:42,809079,Mpumalanga,Young Adults,black,male,1,1
820500,Fri,9,201602,2016-02-26,Feb,Weekday,Supersport Live Events,09:51:00,00:00:08,820500,Kwazulu Natal,Young Adults,black,female,1,1
819358,Fri,20,201602,2016-02-26,Feb,Weekday,Trace TV,20:38:00,00:00:45,819358,Western Cape,Adults,white,male,1,1
819358,Wed,11,201603,2016-03-02,Mar,Weekday,ICC Cricket World Cup 2011,11:59:00,00:05:12,819358,Western Cape,Adults,white,male,1,1
819358,Sat,16,201603,2016-03-19,Mar,Weekend,Supersport Live Events,16:24:00,00:03:20,819358,Western Cape,Adults,white,male,1,1
241871,Tue,9,201603,2016-03-01,Mar,Weekday,ICC Cricket World Cup 2011,09:03:00,00:00:00,241871,Gauteng,Adults,white,male,1,1
422095,Wed,14,201603,2016-03-30,Mar,Weekday,ICC Cricket World Cup 2011,14:24:00,00:00:24,422095,Uncategorized,Infants,None,Unknown,1,1
859438,Fri,2,201603,2016-03-11,Mar,Weekday,Channel O,02:21:00,00:00:39,859438,Western Cape,Young Adults,coloured,male,1,1
830921,Thu,19,201603,2016-03-03,Mar,Weekday,Trace TV,19:24:00,00:01:15,830921,Eastern Cape,Young Adults,white,male,1,1
866295,Tue,11,201603,2016-03-15,Mar,Weekday,ICC Cricket World Cup 2011,11:01:00,00:46:48,866295,Gauteng,Adults,None,male,1,1
830923,Thu,9,201603,2016-03-03,Mar,Weekday,Trace TV,09:16:00,00:29:12,830923,Western Cape,Young Adults,coloured,male,1,1
830923,Thu,15,201603,2016-03-03,Mar,Weekday,E! Entertainment,15:09:00,00:00:54,830923,Western Cape,Young Adults,coloured,male,1,1
830923,Fri,12,201603,2016-03-04,Mar,Weekday,Trace TV,12:30:00,00:13:21,830923,Western Cape,Young Adults,coloured,male,1,1
173765,Fri,7,201601,2016-01-08,Jan,Weekday,Trace TV,07:29:00,00:01:03,173765,Uncategorized,Infants,None,Unknown,1,1
1320736,Sat,1,201603,2016-03-05,Mar,Weekend,Trace TV,01:39:00,00:00:00,1320736,Gauteng,Children,white,male,1,1
939753,Sat,11,201603,2016-03-19,Mar,Weekend,SawSee,11:38:00,00:00:08,939753,Western Cape,Adults,coloured,male,1,1
86582,Sat,22,201603,2016-03-19,Mar,Weekend,Supersport Live Events,22:08:00,00:00:00,86582,Limpopo,Young Adults,black,male,1,1
809081,Sat,14,201602,2016-02-20,Feb,Weekend,Supersport Live Events,14:36:00,00:00:52,809081,Gauteng,Young Adults,black,male,1,1
809081,Thu,19,201602,2016-02-18,Feb,Weekday,Africa Magic,19:48:00,00:01:56,809081,Gauteng,Young Adults,black,male,1,1
809081,Sun,20,201602,2016-02-21,Feb,Weekend,Africa Magic,20:17:00,00:00:09,809081,Gauteng,Young Adults,black,male,1,1
809081,Wed,17,201603,2016-03-09,Mar,Weekday,Africa Magic,17:24:00,00:00:06,809081,Gauteng,Young Adults,black,male,1,1
866302,Sun,19,201603,2016-03-13,Mar,Weekend,SuperSport Blitz,19:10:00,00:02:22,866302,Western Cape,Adults,coloured,male,1,1
866302,Sat,12,201603,2016-03-19,Mar,Weekend,Trace TV,12:08:00,00:11:00,866302,Western Cape,Adults,coloured,male,1,1
866302,Wed,9,201603,2016-03-30,Mar,Weekday,SuperSport Blitz,09:58:00,00:01:42,866302,Western Cape,Adults,coloured,male,1,1
788787,Fri,12,201603,2016-03-04,Mar,Weekday,Cartoon Network,12:09:00,00:00:37,788787,Northern Cape,Teens,white,male,1,1
788787,Mon,20,201603,2016-03-07,Mar,Weekday,CNN,20:46:00,00:00:28,788787,Northern Cape,Teens,white,male,1,1
788788,Wed,17,201602,2016-02-03,Feb,Weekday,Africa Magic,17:41:00,00:04:08,788788,Kwazulu Natal,Adults,black,male,1,1
809083,Thu,12,201602,2016-02-25,Feb,Weekday,SuperSport Blitz,12:46:00,00:18:40,809083,Gauteng,Adults,black,male,1,1
809083,Mon,23,201602,2016-02-22,Feb,Weekday,SawSee,23:29:00,00:01:44,809083,Gauteng,Adults,black,male,1,1
820513,Wed,14,201603,2016-03-02,Mar,Weekday,Africa Magic,14:01:00,00:04:38,820513,Western Cape,Teens,black,male,1,1
820513,Thu,19,201603,2016-03-03,Mar,Weekday,Trace TV,19:26:00,00:08:15,820513,Western Cape,Teens,black,male,1,1
820513,Sat,19,201602,2016-02-27,Feb,Weekend,Break in transmission,19:05:00,00:00:22,820513,Western Cape,Teens,black,male,1,1
820513,Wed,20,201603,2016-03-16,Mar,Weekday,Channel O,20:23:00,00:00:27,820513,Western Cape,Teens,black,male,1,1
820513,Wed,20,201603,2016-03-16,Mar,Weekday,Channel O,20:25:00,00:00:54,820513,Western Cape,Teens,black,male,1,1
820513,Tue,17,201603,2016-03-15,Mar,Weekday,Trace TV,17:47:00,00:15:51,820513,Western Cape,Teens,black,male,1,1
820513,Wed,14,201603,2016-03-09,Mar,Weekday,Channel O,14:14:00,00:14:36,820513,Western Cape,Teens,black,male,1,1
820513,Thu,5,201603,2016-03-03,Mar,Weekday,Trace TV,05:25:00,00:17:00,820513,Western Cape,Teens,black,male,1,1
820513,Thu,5,201603,2016-03-03,Mar,Weekday,SuperSport Blitz,05:26:00,00:23:22,820513,Western Cape,Teens,black,male,1,1
820513,Mon,20,201603,2016-03-21,Mar,Weekday,Channel O,20:38:00,00:01:18,820513,Western Cape,Teens,black,male,1,1
771941,Sun,16,201601,2016-01-10,Jan,Weekend,Channel O,16:07:00,00:01:42,771941,Western Cape,Young Adults,coloured,male,1,1
771941,Sun,21,201601,2016-01-31,Jan,Weekend,Channel O,21:05:00,00:08:03,771941,Western Cape,Young Adults,coloured,male,1,1
771941,Mon,3,201601,2016-01-11,Jan,Weekday,Trace TV,03:44:00,00:23:33,771941,Western Cape,Young Adults,coloured,male,1,1
771941,Sat,19,201601,2016-01-30,Jan,Weekend,Channel O,19:56:00,00:52:54,771941,Western Cape,Young Adults,coloured,male,1,1
771941,Mon,20,201601,2016-01-25,Jan,Weekday,Trace TV,20:01:00,00:08:21,771941,Western Cape,Young Adults,coloured,male,1,1
771941,Mon,6,201601,2016-01-11,Jan,Weekday,DStv Events 1,06:12:00,00:03:25,771941,Western Cape,Young Adults,coloured,male,1,1
809085,Sun,7,201602,2016-02-21,Feb,Weekend,Channel O,07:30:00,00:00:30,809085,Gauteng,Young Adults,black,male,1,1
809085,Sat,9,201602,2016-02-20,Feb,Weekend,Channel O,09:18:00,00:00:00,809085,Gauteng,Young Adults,black,male,1,1
809085,Sun,14,201603,2016-03-13,Mar,Weekend,Supersport Live Events,14:15:00,00:05:56,809085,Gauteng,Young Adults,black,male,1,1
809085,Tue,19,201602,2016-02-02,Feb,Weekday,SuperSport Blitz,19:11:00,00:00:30,809085,Gauteng,Young Adults,black,male,1,1
809085,Fri,5,201603,2016-03-11,Mar,Weekday,Channel O,05:21:00,00:00:24,809085,Gauteng,Young Adults,black,male,1,1
809085,Wed,22,201601,2016-01-20,Jan,Weekday,Trace TV,22:16:00,00:07:51,809085,Gauteng,Young Adults,black,male,1,1
809085,Mon,7,201601,2016-01-11,Jan,Weekday,Channel O,07:11:00,00:00:30,809085,Gauteng,Young Adults,black,male,1,1
809085,Sat,19,201601,2016-01-30,Jan,Weekend,SuperSport Blitz,19:11:00,00:00:00,809085,Gauteng,Young Adults,black,male,1,1
809085,Sat,7,201602,2016-02-27,Feb,Weekend,Boomerang,07:49:00,00:05:54,809085,Gauteng,Young Adults,black,male,1,1
809085,Tue,15,201603,2016-03-15,Mar,Weekday,ICC Cricket World Cup 2011,15:42:00,00:02:44,809085,Gauteng,Young Adults,black,male,1,1
809085,Tue,19,201603,2016-03-01,Mar,Weekday,CNN,19:48:00,00:01:01,809085,Gauteng,Young Adults,black,male,1,1
764468,Tue,6,201602,2016-02-02,Feb,Weekday,Channel O,06:59:00,00:02:09,764468,Gauteng,Young Adults,black,male,1,1
2368619,Fri,15,201601,2016-01-15,Jan,Weekday,Africa Magic,15:44:00,00:06:47,2368619,North West,Young Adults,black,male,1,1
809087,Wed,17,201601,2016-01-13,Jan,Weekday,Channel O,17:50:00,00:01:57,809087,Eastern Cape,Children,white,male,1,1
809087,Sat,14,201601,2016-01-16,Jan,Weekend,Supersport Live Events,14:38:00,00:00:50,809087,Eastern Cape,Children,white,male,1,1
809087,Thu,17,201601,2016-01-14,Jan,Weekday,SuperSport Blitz,17:06:00,00:06:44,809087,Eastern Cape,Children,white,male,1,1
809087,Tue,13,201601,2016-01-12,Jan,Weekday,SuperSport Blitz,13:07:00,00:01:50,809087,Eastern Cape,Children,white,male,1,1
771945,Sun,19,201602,2016-02-07,Feb,Weekend,Trace TV,19:02:00,00:14:33,771945,Kwazulu Natal,Young Adults,black,male,1,1
771945,Thu,19,201601,2016-01-28,Jan,Weekday,SawSee,19:40:00,00:00:36,771945,Kwazulu Natal,Young Adults,black,male,1,1
771945,Wed,9,201601,2016-01-27,Jan,Weekday,Africa Magic,09:27:00,00:00:52,771945,Kwazulu Natal,Young Adults,black,male,1,1
771945,Wed,8,201601,2016-01-27,Jan,Weekday,M-Net,08:14:00,00:00:16,771945,Kwazulu Natal,Young Adults,black,male,1,1
771945,Mon,13,201603,2016-03-28,Mar,Weekday,SuperSport Blitz,13:46:00,00:09:40,771945,Kwazulu Natal,Young Adults,black,male,1,1
820518,Thu,17,201601,2016-01-07,Jan,Weekday,CNN,17:11:00,00:00:18,820518,Gauteng,Young Adults,black,male,1,1
788792,Fri,5,201601,2016-01-29,Jan,Weekday,Africa Magic,05:10:00,00:00:11,788792,Gauteng,Adults,black,female,1,1
788792,Sat,11,201601,2016-01-16,Jan,Weekend,Africa Magic,11:27:00,00:02:33,788792,Gauteng,Adults,black,female,1,1
788792,Thu,19,201603,2016-03-31,Mar,Weekday,Cartoon Network,19:10:00,00:31:48,788792,Gauteng,Adults,black,female,1,1
788792,Sun,12,201602,2016-02-28,Feb,Weekend,Africa Magic,12:22:00,00:00:02,788792,Gauteng,Adults,black,female,1,1
939765,Thu,7,201603,2016-03-24,Mar,Weekday,Africa Magic,07:04:00,00:00:51,939765,Gauteng,Adults,black,male,1,1
939766,Mon,22,201603,2016-03-21,Mar,Weekday,Trace TV,22:48:00,00:39:15,939766,Gauteng,Young Adults,black,male,1,1
939766,Sun,14,201603,2016-03-20,Mar,Weekend,Channel O,14:01:00,00:52:42,939766,Gauteng,Young Adults,black,male,1,1
789360,Sat,10,201602,2016-02-13,Feb,Weekend,Boomerang,10:28:00,00:07:16,789360,Mpumalanga,Young Adults,black,male,1,1
866310,Sun,16,201603,2016-03-13,Mar,Weekend,Supersport Live Events,16:44:00,00:19:48,866310,Gauteng,Adults,black,male,1,1
866310,Fri,19,201603,2016-03-18,Mar,Weekday,Supersport Live Events,19:32:00,00:01:28,866310,Gauteng,Adults,black,male,1,1
788794,Thu,18,201602,2016-02-11,Feb,Weekday,Cartoon Network,18:38:00,00:06:19,788794,Limpopo,Young Adults,black,male,1,1
788794,Wed,10,201602,2016-02-10,Feb,Weekday,Channel O,10:41:00,00:09:54,788794,Limpopo,Young Adults,black,male,1,1
788794,Sat,20,201602,2016-02-06,Feb,Weekend,Supersport Live Events,20:53:00,00:10:22,788794,Limpopo,Young Adults,black,male,1,1
788794,Sat,21,201602,2016-02-13,Feb,Weekend,Live Events,21:02:00,00:00:40,788794,Limpopo,Young Adults,black,male,1,1
941734,Sun,20,201603,2016-03-06,Mar,Weekend,ICC Cricket World Cup 2011,20:03:00,00:00:00,941734,Western Cape,Young Adults,None,female,1,1
941734,Mon,20,201603,2016-03-07,Mar,Weekday,Supersport Live Events,20:10:00,00:00:00,941734,Western Cape,Young Adults,None,female,1,1
809091,Thu,20,201602,2016-02-11,Feb,Weekday,Trace TV,20:56:00,00:00:27,809091,Gauteng,Middle Aged,black,male,1,1
